Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Collection
joya-kickbokshandschoenen-pu-top-ten-black,,,,,,,,4 oz,0030-PRO-BLACK-4oz,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-kickbokshandschoenen-pu-top-ten-black,,,,,,,,6 oz,0030-PRO-BLACK-6oz,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-kickbokshandschoenen-pu-top-ten-black,,,,,,,,8 oz,0030-PRO-BLACK-8oz,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-kickbokshandschoenen-pu-top-ten-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2021/09/Joya_bokshandschoenen_top-ten_black2.jpg,2,,,,,
joya-kickbokshandschoenen-pu-top-ten-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2021/09/Joya_bokshandschoenen_top-ten_black3.jpg,3,,,,,
joya-junior-hoofdbeschermer-combat-open,Joya Junior Hoofdbeschermer Boks helm ‘COMBAT’ open,"<p>Boks Helm voor boksen of kickboksen. Open, zonder jukbeen bescherming.</p>
<p>Meerdere kleuren en maten.</p>",Joya,Hoofdbeschermers,"Bescherming, Joya, Hoofdbeschermers",TRUE,Maat,L,04200-L,,shopify,12,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2021/09/joya_hoofdbeschermer_open.jpg,1,Joya Junior Hoofdbeschermer Boks helm ‘COMBAT’ open,FALSE,Joya Junior Hoofdbeschermer Boks helm ‘COMBAT’ open,Helm voor boksen en kickboksen,active,Bescherming
joya-junior-hoofdbeschermer-combat-open,,,,,,,,M,04200-M,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer-combat-open,,,,,,,,S,04200-S,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer-combat-open,,,,,,,,XL,04200-XL,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer-combat-open,,,,,,,,XS,04200-XS,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer-combat-open,,,,,,,,XXS,04200-XXS,,shopify,12,deny,manual,39.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,Joya Junior Hoofdbeschermer / boks helm,"<p>Junior helmpjes voor de jeugd. Boks helm</p>
<p>Meerdere maten.</p>",Joya,Hoofdbeschermers,"Bescherming, Joya, Hoofdbeschermers",TRUE,Maat,L,04150-L,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2021/08/joya-hoofdbeschermer-pu-helm.jpg,1,Joya Junior Hoofdbeschermer / boks helm,FALSE,Joya Junior Hoofdbeschermer / boks helm,Junior hoofdbeschermer / helm voor boksen en kickboksen,active,Bescherming
joya-junior-hoofdbeschermer,,,,,,,,M,04150-M,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,,,,,,,,S,04150-S,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,,,,,,,,XL,04150-XL,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,,,,,,,,XS,04150-XS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,,,,,,,,XXS,04150-XXS,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
joya-junior-hoofdbeschermer,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2021/08/joya-hoofdbeschermer-pu-helm-2.jpg,2,,,,,
fightpro-glove-care-odor-remover,Fightpro Glove Care Odor remover,"<p>Stinkende handschoenen, schoenen, scheenbeschermers? Dat is nu verleden tijd. Goed werkend geurvernietiger voor sport materialen. Ruikt niet alleen aangenaam, maar doodt ook de bacteriën.</p>",Fightpro,Diversen,"Fightpro, Diversen, Bestseller",TRUE,Title,Default Title,,,shopify,12,deny,manual,9.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2021/07/Fightpro-anti-stink-Glove-Care-Odor-remover1.jpg,1,Fightpro Glove Care Odor remover,FALSE,Fightpro Glove Care Odor remover,,active,Diversen
fightpro-glove-care-odor-remover,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2021/07/IMG_7118.jpg,2,,,,,
joya-work-out-bokshandschoen-leer,JOYA ‘WORK OUT’ BOKSHANDSCHOEN Leer,"<p>De goedkope leren en toch goede handschoenen van Joya, Goede kwaliteit leer voor een top prijs!</p>",Joya,Kickbokshandschoenen leer,"Joya, Kickbokshandschoenen leer, Handschoenen",TRUE,Maat,10 oz,0050-workout-10oz,,shopify,0,deny,manual,54.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2021/07/workou_glove_leather_joya.jpg,1,JOYA ‘WORK OUT’ BOKSHANDSCHOEN Leer,FALSE,JOYA ‘WORK OUT’ BOKSHANDSCHOEN Leer,Gave kickbokshandschoen van Joya Fight Gear,active,Handschoenen
joya-work-out-bokshandschoen-leer,,,,,,,,12 oz,0050-workout-12oz,,shopify,0,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-work-out-bokshandschoen-leer,,,,,,,,14 oz,0050-workout-14oz,,shopify,0,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
joya-work-out-bokshandschoen-leer,,,,,,,,16 oz,0050-workout-16oz,,shopify,0,deny,manual,54.95,,TRUE,TRUE,,,,,,,,
basic-scheenbeschermers-katoen,Basic Scheenbeschermers – Katoen,<p>Basis katoenen scheendekkers in meerdere kleuren verkrijgbaar. Zeer geschikt voor de startende vechters. Kan in de wasmachine (Op lage temperaturen)</p>,Fightpro,Scheenbeschermers,"Fightpro, Scheenbeschermers, Bescherming",TRUE,Maat,L,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2021/05/katoen_scheenbeschermer_topstar.jpg,1,Basic Scheenbeschermers – Katoen,FALSE,Basic Scheenbeschermers – Katoen,Basic Scheenbeschermer voor de beginner. Voordeel van deze scheendekkers is dat ze gewassen kunnen worden als ze vaak gedragen zijn.,active,Bescherming
basic-scheenbeschermers-katoen,,,,,,,,M,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,,,,,,,,
basic-scheenbeschermers-katoen,,,,,,,,S,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,,,,,,,,
basic-scheenbeschermers-katoen,,,,,,,,XL,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,,,,,,,,
basic-scheenbeschermers-katoen,,,,,,,,XS,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,,,,,,,,
basic-scheenbeschermers-katoen,,,,,,,,XXS,,,shopify,12,deny,manual,20.00,39.95,TRUE,TRUE,,,,,,,,
fightpro-bokszak-de-luxe-gevuld-en-met-ketting-180-cm,FIGHTPRO BOKSZAK ‘De Luxe’ GEVULD en met ketting 180 cm,"<p>Bokszak kopen? Meerdere op voorraad, ok mogelijk om te laten personaliseren met eigen logo.</p>
<p>FIGHTPRO BOKSZAK &#8216;De Luxe&#8217; GEVULD en met ketting 180 cm. Kwalitatieve bokszak voor de beginner maar ook voor sportscholen zeer geschikt.</p>
<p>Ook te bestellen in de maten:<br />
80cm<br />
100 cm<br />
120 cm<br />
150 cm<br />
180 cm Altijd meerdere voorradig!</p>",Fightpro,Bokszakken,"Fightpro, Bokszakken, Uitrusting",TRUE,Title,Default Title,,,shopify,12,deny,manual,139.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/12/FIGHTPRO-bokszak-deluxe-180cm.2jpg.jpg,1,FIGHTPRO BOKSZAK ‘De Luxe’ GEVULD en met ketting 180 cm,FALSE,FIGHTPRO BOKSZAK ‘De Luxe’ GEVULD en met ketting 180 cm,"Bokszak kopen in Enschede? Fightpro bokszak 180 cm, top kwaliteit en ook voor professioneel gebruik.",active,Uitrusting
fightpro-bokszak-de-luxe-gevuld-en-met-ketting-180-cm,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/12/FIGHTPRO-bokszak-deluxe-180cm.2jpg.jpg,2,,,,,
fightpro-bokszak-de-luxe-gevuld-en-met-ketting-180-cm,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/12/FIGHTPRO-bokszak-deluxe-180cm-1.jpg,3,,,,,
fightpro-bokszak-de-luxe-gevuld-en-met-ketting-180-cm,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/12/FIGHTPRO-bokszak-deluxe-180cm-2.jpg,4,,,,,
fightpro-bokszak-de-luxe-gevuld-en-met-ketting-180-cm,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/12/FIGHTPRO-bokszak-deluxe-180cm.jpg,5,,,,,
100-pure-whey-2270g-door-biotech-usa,100% Pure Whey (2270g) door BioTech USA,"<p>100% Pure Whey (2270g) door BioTech USA. Een van de best producten op de markt. Daarnaast erg lekker van smaak.</p>
<ul>
<li>met toegevoegde functionele aminozuren</li>
<li>palmolievrij en conserveermiddelen vrij</li>
<li>1 dosis bevat (28 g): 21 g eiwitten waarvan 6 g BCAA&#8217;s</li>
</ul>",Bio Tech,Voeding,"Bio Tech, Voeding",TRUE,Title,Default Title,8717624163357-1,,shopify,12,deny,manual,79.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/bio_tech_whey.jpg,1,100% Pure Whey (2270g) door BioTech USA,FALSE,100% Pure Whey (2270g) door BioTech USA,100% Pure Whey voor eiwit shakes. Verschillende smaken.,active,Voeding
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,Makura TEPHRA MAX – NAVY/WHITE/RED Gebitsbeschermer – bitje,<p>Makura TEPHRA MAX – NAVY/ORANGE/BLUE Gebitsbeschermer – bitje</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK300-Bl-WH-RED-SR,,shopify,12,deny,manual,24.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/tephramax_frontside_blue-white-red-2.jpg,1,Makura TEPHRA MAX – NAVY/WHITE/RED Gebitsbeschermer – bitje,FALSE,Makura TEPHRA MAX – NAVY/WHITE/RED Gebitsbeschermer – bitje,,active,Bescherming
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tephra_6017514128_05.jpg,2,,,,,
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tephra_6017514128_04.jpg,3,,,,,
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tephra_6017514128_03.jpg,4,,,,,
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tephra_6017514128_02.jpg,5,,,,,
makura-tephra-max-navy-white-red-gebitsbeschermer-bitje,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tephra_6017514128_01.jpg,6,,,,,
joya-wand-makiwara-boks-uppercut-unit,JOYA wand-MAKIWARA BOKS + UPPERCUT UNIT,<p>JOYA wand-MAKIWARA BOKS + UPPERCUT UNIT. Ideaal om aan de muur te bevestigen. Geschikt voor stoten en knietjes.</p>,Joya,Bokszakken,"Bokszakken, Joya, Uitrusting",TRUE,Title,Default Title,AT-845,,shopify,12,deny,manual,199.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/wall_makiwara.jpg,1,JOYA wand-MAKIWARA BOKS + UPPERCUT UNIT,FALSE,JOYA wand-MAKIWARA BOKS + UPPERCUT UNIT,JOYA wand-MAKIWARA BOKS + UPPERCUT UNIT,active,Uitrusting
joya-dura-trap-en-stoot-pad-leer-zwart,JOYA DURA TRAP EN STOOT PAD (LEER) ZWART,"<p>JOYA DURA TRAP EN STOOT PAD (LEER) ZWART<br />
Aan de achterkant zit extra padding voor de pols. Daardoor ook zeer geschikt voor knietjes en trappen.</p>",Joya,trap/stoot kussens,"Joya, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,074002-bl,,shopify,12,deny,manual,139.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/074002-blk.jpg,1,JOYA DURA TRAP EN STOOT PAD (LEER) ZWART,FALSE,JOYA DURA TRAP EN STOOT PAD (LEER) ZWART,,active,Uitrusting
matchu-trap-stootkussen-pads,MATCHU TRAP- EN STOOTKUSSEN,"<p>MATCHU TRAP- EN STOOTKUSSEN, makkelijk voor alle niveaus. Lekker licht.<br />
34 x 18 cm. Worden per paar verkocht</p>",Matchu,trap/stoot kussens,"Matchu, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,matchu-pads,,shopify,12,deny,manual,59.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/Trap-en-stootkussen-01.jpg,1,MATCHU TRAP- EN STOOTKUSSEN,FALSE,MATCHU TRAP- EN STOOTKUSSEN,,active,Uitrusting
matchu-trap-stootkussen-pads,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Tranp-en-stootkussen-04.jpg,2,,,,,
matchu-trap-stootkussen-pads,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Trap-en-stootkussen-02.jpg,3,,,,,
matchu-trap-stootkussen-pads,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Trap-en-stootkussen-03.jpg,4,,,,,
joya-dura-pad-trap-fight-fast-leer-groen,JOYA DURA PAD TRAP “FIGHT FAST” (LEER) Faded black,"<p>JOYA DURA PAD TRAP &#8220;FIGHT FAST&#8221; (LEER) Faded black.<br />
De trapkussens zijn 38 cm lang en 7 cm dik. Aan de achterkant zit extra padding voor de pols. Daardoor ook zeer geschikt voor knietjes en trappen.</p>",Joya,trap/stoot kussens,"Joya, trap/stoot kussens, Uitrusting",TRUE,Title,Default Title,FF0074,,shopify,12,deny,manual,149.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/Joya-Handpads_Leer_Thai_Dura_Fight_Fast_Zwart.jpg,1,JOYA DURA PAD TRAP “FIGHT FAST” (LEER) Faded black,FALSE,JOYA DURA PAD TRAP “FIGHT FAST” (LEER) Faded black,,active,Uitrusting
joya-dura-pad-trap-fight-fast-leer-groen,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/Joya-Handpads_Leer_Thai_Dura_Fight_Fast_Zwart2.jpg,2,,,,,
joya-bokszak-ketting-met-wartel,JOYA BOKSZAK KETTING MET WARTEL,<p>JOYA BOKSZAK KETTING MET WARTEL. Door de lagers kan de zak makkelijker draaien en zal daardoor langer meegaan.</p>,Joya,Bokszakken,"Bokszakken, Joya, Uitrusting",TRUE,Title,Default Title,03100-BB-CHAIN,,shopify,12,deny,manual,15.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/chain_1.jpg,1,JOYA BOKSZAK KETTING MET WARTEL,FALSE,JOYA BOKSZAK KETTING MET WARTEL,JOYA BOKSZAK KETTING MET WARTEL,active,Uitrusting
joya-mma-handschoen-zwart-metallic,Joya MMA handschoen – Zwart Metallic,<p>Joya MMA handschoen – Zwart Metallic</p>,Joya,MMA Gloves,"MMA Gloves, Joya, Handschoenen",TRUE,Maat,L,01600-Black-L,,shopify,12,deny,manual,34.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/10/joya_nieuwe_collectie_zwart_mma_handschoen_9_copy.jpg,1,Joya MMA handschoen – Zwart Metallic,FALSE,Joya MMA handschoen – Zwart Metallic,Mooie prijs/kwaliteit verhouding,active,Handschoenen
joya-mma-handschoen-zwart-metallic,,,,,,,,M,01600-Black-M,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,S,01600-Black-S,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,XL,01600-Black-XL,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,XS,01600-Black-XS,,shopify,12,deny,manual,34.95,,TRUE,TRUE,,,,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/joya_nieuwe_collectie_zwart_mma_handschoen_7_copy.jpg,2,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/joya_nieuwe_collectie_zwart_mma_handschoen_6_copy.jpg,3,,,,,
joya-mma-handschoen-zwart-metallic,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/10/joya_nieuwe_collectie_zwart_mma_handschoen_5_copy.jpg,4,,,,,
booster-tbt-chaos-shorts-grey-black,Booster TBT Chaos shorts – GREY/BLACK,<p>Een stoer Muay Thai van het merk Booster</p>,Booster,Broekjes,"Kleding, Broekjes, Booster",TRUE,Maat,XXS,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/5b2ceb55-d90f-4159-a714-ff7efa5cf581.jpg,1,Booster TBT Chaos shorts – GREY/BLACK,FALSE,Booster TBT Chaos shorts – GREY/BLACK,,active,Kleding
booster-tbt-chaos-shorts-grey-black,,,,,,,,XS,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,S,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,M,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,L,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,XL,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,XXL,,,shopify,12,deny,manual,49.95,,TRUE,TRUE,,,,,,,,
booster-tbt-chaos-shorts-grey-black,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/34de19da-b89f-4830-bfec-85510d61e6da.jpg,2,,,,,
hayabusa-falcon-muay-thai-shorts-white,Hayabusa Falcon Muay Thai Shorts – WHITE,<p>Een mooi sportbroekje van het merk Hayabusa. Traditionele muay thai shorts</p>,Hayabusa,Broekjes,"Kleding, Broekjes, Hayabusa",TRUE,Maat,XXS,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/hayabusa-fmts-white-front.jpg,1,Hayabusa Falcon Muay Thai Shorts – WHITE,FALSE,Hayabusa Falcon Muay Thai Shorts – WHITE,,active,Kleding
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,XS,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,S,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,M,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,L,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,XL,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,XXL,,,shopify,12,deny,manual,69.95,,TRUE,TRUE,,,,,,,,
hayabusa-falcon-muay-thai-shorts-white,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/hayabusa-fmts-white-back.jpg,2,,,,,
makura-toka-pro-gebitsbeschermer-bitje-black-granite,Makura Toka Pro Gebitsbeschermer – bitje black granite,<p>Makura Toka Pro Gebitsbeschermer – bitje black granite</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK100-BLK,,shopify,12,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Toka-Pro-Gebitsbeschermer-Black-Senior2.jpg,1,Makura Toka Pro Gebitsbeschermer – bitje black granite,FALSE,Makura Toka Pro Gebitsbeschermer – bitje black granite,,active,Bescherming
makura-toka-pro-gebitsbeschermer-bitje-black-granite,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Toka-Pro-Gebitsbeschermer-Black-Senior.jpg,2,,,,,
makura-ignis-pro-gel-gebitsbeschermer-polar-white-cool-blue,Makura Ignis Pro Gel Gebitsbeschermer polar White – cool blue,<p>Makura Ignis Pro Gel Gebitsbeschermer polar White &#8211; cool blue</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK200-Wht-Blue,,shopify,12,deny,manual,17.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-bitje-Ignes-Pro-Polar-White-Cooled-Blue.jpg,1,Makura Ignis Pro Gel Gebitsbeschermer polar White – cool blue,FALSE,Makura Ignis Pro Gel Gebitsbeschermer polar White – cool blue,,active,Bescherming
makura-ignis-pro-gel-gebitsbeschermer-polar-white-cool-blue,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-bitje-Ignes-Pro-Polar-White-Cooled-Blue2.jpg,2,,,,,
makura-ignis-pro-gel-gebitsbeschermer-black-granite-molten-orange-senior,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,<p>Makura Ignis Pro Gel Gebitsbeschermer black granite &#8211; molten orange Senior</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK200-Blk-Org,,shopify,12,deny,manual,17.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–IGNES-PRO–BLACK-GRANITE-MOLTEN-ORANGE.jpg,1,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,FALSE,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,,active,Bescherming
makura-ignis-pro-gel-gebitsbeschermer-black-granite-molten-orange-senior,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–IGNES-PRO–BLACK-GRANITE-MOLTEN-ORANGE2.jpg,2,,,,,
makura-ignis-pro-gel-gebitsbeschermer-polar-white-electric-pink,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,<p>Makura Ignis Pro Gel Gebitsbeschermer polar White &#8211; electric Pink</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK200-Wht-Pink,,shopify,12,deny,manual,17.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Ignis-Pro-Gel-Gebitsbeschermer-polar-white-electric-pink2.jpg,1,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,FALSE,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,,active,Bescherming
makura-ignis-pro-gel-gebitsbeschermer-polar-white-electric-pink,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Ignis-Pro-Gel-Gebitsbeschermer-polar-white-electric-pink.jpg,2,,,,,
makura-toka-pro-gebitsbeschermer-bitje-polar-white,Makura Toka Pro Gebitsbeschermer – bitje Polar white,<p>Makura Toka Pro Gebitsbeschermer – bitje Polar white</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,Mk100-WH,,shopify,12,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-polar-white.jpg,1,Makura Toka Pro Gebitsbeschermer – bitje Polar white,FALSE,Makura Toka Pro Gebitsbeschermer – bitje Polar white,,active,Bescherming
makura-toka-pro-gebitsbeschermer-bitje-polar-white,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-polar-white2.jpg,2,,,,,
makura-toka-pro-gebitsbeschermer-bitje-electric-pink,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,<p>Makura Toka Pro Gebitsbeschermer &#8211;  bitje Electric pink</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK100-PNK,,shopify,12,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-ELECTRIC-PINK.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,FALSE,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,,active,Bescherming
makura-toka-pro-gebitsbeschermer-bitje-electric-pink,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-ELECTRIC-PINK2.jpg,2,,,,,
makura-toka-pro-gebitsbeschermer-bitje-cooled-blue,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,<p>Makura Toka Pro Gebitsbeschermer &#8211;  bitje  Cooled blue</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK100-BLUE,,shopify,12,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-cooled-blue.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,FALSE,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,,active,Bescherming
makura-toka-pro-gebitsbeschermer-bitje-cooled-blue,,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-cooled-blue2.jpg,2,,,,,
makura-toka-pro-gebitsbeschermer-bitje-laser-red,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,<p>Makura Toka Pro Gebitsbeschermer &#8211;  bitje  Laser red</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,Title,Default Title,MK100-RED,,shopify,12,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-laser-red.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,FALSE,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,,active,Bescherming
